deploymentID,locationID,locationName,longitude,latitude,coordinateUncertainty,start,end,setupBy,cameraID,cameraModel,cameraInterval,cameraHeight,cameraTilt,cameraHeading,timestampIssues,baitUse,session,array,featureType,habitat,tags,comments,_id
0541e710-6581-48a8-b0ea-1fec92495b0e,8cf903b0-9bda-47bd-a09b-3f1ff919056a,flevopark_7,4.94783,52.36000,,2021-12-02T12:57:19+01:00,2021-12-02T17:06:50+01:00,,,,,,,,,scent,,,,,,,
06f198b8-8838-48db-8823-a4a475b97df4,,,,,,,,,,,,,,,,,,,,,,,
0854b386-b4bc-4941-898f-3b3da78ad2f1,2eb9a2d0-9add-4a6d-8585-df3a5a2ebefd,flevopark_1,4.95059,52.36087,,2021-09-28T11:32:02+01:00,2021-11-18T11:44:41+01:00,,,,,,,,,scent,,,,,,,
0d26bd75-618b-4b6a-b08d-378bc6f945dc,21afebe6-cb82-4c66-8d45-a8452e9d42e6,flevopark_13,4.94960,52.36197,,2021-11-18T12:27:49+01:00,2021-11-24T12:56:20+01:00,,,,,,,,,scent,,,,,,,
0e27317a-0053-4bcf-9dbb-b3d6f6eaf411,9678e8f6-e507-4f2d-af27-91fc746bec34,flevopark_10,4.94861,52.35915,,2021-11-24T14:18:58+01:00,2021-12-02T13:19:51+01:00,,,,,,,,,,,,,,,,
16304a54-3cfd-44ab-b9c4-f45f0f1d972c,6bb43f6c-7d93-42dc-bc04-20db36690639,flevopark_8,4.94768,52.35905,,2021-11-11T16:33:12+01:00,2021-11-24T14:40:09+01:00,,,,,,,,,scent,,,,,,,
1aa1643a-696d-4708-9fae-d0bfbfac327a,2eb9a2d0-9add-4a6d-8585-df3a5a2ebefd,flevopark_1,4.95059,52.36087,,2021-11-24T14:00:04+01:00,2021-12-02T11:35:19+01:00,,,,,,,,,,,,,,,null,
1cef8ce0-63f3-4c45-a5b6-5b2e24e1123e,2eb9a2d0-9add-4a6d-8585-df3a5a2ebefd,flevopark_1,4.95059,52.36087,,2021-12-09T11:05:34+01:00,2021-12-16T12:01:57+01:00,,,,,,,,,,,,,,,,
1ed02769-2efc-4a3d-bc15-881e2f0a4c4f,64c6c826-2ef1-4bf8-b14a-1dbde887498a,flevopark_4,4.94838,52.36188,,2021-12-09T12:10:25+01:00,2021-12-16T13:03:17+01:00,,,,,,,,,,,,,,,null,
23823b1f-dd09-4120-953c-ec2fde2b1b97,d80e73d8-8abe-4b36-81b8-4c7ff03dd7da,flevopark_3,4.95035,52.36167,,2021-09-28T11:44:18+01:00,2021-10-28T13:58:59+01:00,,,,,,,,,,,,,,,,
28d30589-4c76-4517-8a67-2651a214fd3f,d80e73d8-8abe-4b36-81b8-4c7ff03dd7da,flevopark_3,4.95035,52.36167,,2021-11-12T19:59:07+01:00,2021-11-24T12:37:14+01:00,,,,,,,,,scent,,,,,,,
2962b0be-29ef-44db-8e0a-c3e56adb0b5d,c5b48585-9e3d-43fb-8a68-cd30f88a01f2,flevopark_5,4.94919,52.36140,,2021-09-09T14:02:15+01:00,2021-11-11T13:54:56+01:00,,,,,,,,,scent,,,,,,,
2d85d45d-50c6-4b28-9928-2a02fa7947d5,,,,,,,,,,,,,,,,,,,,,,,
2de3fba7-4c63-4382-a520-2a140e41892a,64c6c826-2ef1-4bf8-b14a-1dbde887498a,flevopark_4,4.94838,52.36188,,2021-11-11T14:18:18+01:00,2021-11-24T13:11:31+01:00,,,,,,,,,scent,,,,,,,
30d2a574-1db1-4f76-912b-5d75bab81ac0,fb15f4c8-7e56-4df8-86e3-469a6232d028,flevopark_9,4.94795,52.35861,,2021-11-11T16:19:47+01:00,2021-11-18T14:22:21+01:00,,,,,,,,,scent,,,,,,,
334309b0-a438-4df2-b9dc-392460df987a,a405dfbd-ca7a-46f1-8783-5c4d96a1aace,flevopark_2,4.95183,52.36102,,2021-11-24T12:04:54+01:00,2021-12-02T11:12:16+01:00,,,,,,,,,,,,,,,null,
35c1d017-86d8-405d-a397-0c439293145e,6a29a6fe-f24f-47e8-a714-b2d7f1b97833,flevopark_11,4.94898,52.35951,,2021-11-18T13:42:27+01:00,2021-11-24T14:08:41+01:00,,,,,,,,,scent,,,,,,,
36d8f92c-5bef-4eb6-8adf-1c205766770e,21afebe6-cb82-4c66-8d45-a8452e9d42e6,flevopark_13,4.94960,52.36197,,2021-09-28T12:22:21+01:00,2021-11-11T14:39:32+01:00,,,,,,,,,scent,,,,,,,
394ef3f3-26dc-4480-9ddb-9bf958f998ec,d80e73d8-8abe-4b36-81b8-4c7ff03dd7da,flevopark_3,4.95035,52.36167,,2021-10-28T13:59:59+01:00,2021-11-11T13:37:48+01:00,,,,,,,,,scent,,,,,,,
413c5cc2-28bd-4a39-b63b-c6885598b57a,2eb9a2d0-9add-4a6d-8585-df3a5a2ebefd,flevopark_1,4.95059,52.36087,,2021-12-02T11:36:17+01:00,2021-12-09T11:03:07+01:00,,,,,,,,,scent,,,,,,null,
41d94dbc-85b0-49e9-8d73-0e025479bbe5,6a29a6fe-f24f-47e8-a714-b2d7f1b97833,flevopark_11,4.94898,52.35951,,2021-12-02T13:12:40+01:00,2021-12-09T13:05:01+01:00,,,,,,,,,scent,,,,,,null,
4b2815e9-2794-4e14-8ed2-04128d8e397e,d80e73d8-8abe-4b36-81b8-4c7ff03dd7da,flevopark_3,4.95035,52.36167,,2021-12-09T11:24:41+01:00,2021-12-16T12:25:17+01:00,,,,,,,,,,,,,,,null,
4b2922c8-5290-431c-b9c9-b97c0fca9292,64c6c826-2ef1-4bf8-b14a-1dbde887498a,flevopark_4,4.94838,52.36188,,2021-11-24T13:13:12+01:00,2021-12-02T12:18:57+01:00,,,,,,,,,,,,,,,null,
4dbcd494-151f-4f54-98ea-72dcc0bcabfe,,,,,,,,,,,,,,,,,,,,,,,
50e0660e-3f27-417d-9ff3-55d7a06314f6,c5b48585-9e3d-43fb-8a68-cd30f88a01f2,flevopark_5,4.94919,52.36140,,2021-12-02T14:01:38+01:00,2021-12-09T11:56:59+01:00,,,,,,,,,scent,,,,,,,
52b5d82e-ee6f-45da-ab6e-13d825ed6c0e,6a29a6fe-f24f-47e8-a714-b2d7f1b97833,flevopark_11,4.94898,52.35951,,2021-12-09T13:08:30+01:00,2021-12-09T16:52:57+01:00,,,,,,,,,,,,,,,,
53a7cb3a-0aa9-4cd8-9d4b-815dcd872bf9,fb15f4c8-7e56-4df8-86e3-469a6232d028,flevopark_9,4.94795,52.35861,,2021-09-16T12:23:52+01:00,2021-11-11T16:18:36+01:00,,,,,,,,,scent,,,,,,,
580667d1-b782-401a-82df-dbc53f39b34b,c5b48585-9e3d-43fb-8a68-cd30f88a01f2,flevopark_5,4.94919,52.36140,,2021-11-11T14:03:32+01:00,2021-11-24T12:59:25+01:00,,,,,,,,,scent,,,,,,,
5a68a13b-edbb-46d3-9c90-0c6e994b88a8,fb15f4c8-7e56-4df8-86e3-469a6232d028,flevopark_9,4.94795,52.35861,,2021-12-02T13:40:40+01:00,2021-12-09T13:34:48+01:00,,,,,,,,,scent,,,,,,,
5a6d4d06-e605-4620-93a4-2fb2c8efee78,64c6c826-2ef1-4bf8-b14a-1dbde887498a,flevopark_4,4.94838,52.36188,,2021-12-02T12:21:32+01:00,2021-12-09T12:09:07+01:00,,,,,,,,,scent,,,,,,,
5aadf9b0-f354-49ff-a356-898d4b8e3874,8cf903b0-9bda-47bd-a09b-3f1ff919056a,flevopark_7,4.94783,52.36000,,2020-01-01T00:06:06+01:00,2020-01-08T00:53:29+01:00,,,,,,,,,,,,,,,,
5ac28910-8884-4c29-9a03-03d22945918f,b139aee2-7475-4e7e-86db-7e2e5859694c,flevopark_6,4.94794,52.36054,,2021-10-02T15:12:03+01:00,2021-11-11T14:50:36+01:00,,,,,,,,,scent,,,,,,,
61501a38-0aa4-444d-b06b-108523de6757,6a29a6fe-f24f-47e8-a714-b2d7f1b97833,flevopark_11,4.94898,52.35951,,2021-09-30T15:32:17+01:00,2021-11-18T13:41:17+01:00,,,,,,,,,scent,,,,,,,
624b7fea-6051-4e79-be13-7c3cbdfcfa1e,6bb43f6c-7d93-42dc-bc04-20db36690639,flevopark_8,4.94768,52.35905,,2021-11-24T14:41:19+01:00,2021-12-02T13:30:37+01:00,,,,,,,,,,,,,,,null,
6348529d-3b77-4823-88af-f907457a3866,9678e8f6-e507-4f2d-af27-91fc746bec34,flevopark_10,4.94861,52.35915,,2021-09-30T15:55:39+01:00,2021-11-18T14:00:31+01:00,,,,,,,,,scent,,,,,,,
637de6cd-6485-4704-b7fe-cb570d53024c,174b94d8-2125-49b6-a7f9-fb269e6da8a6,flevopark_12,4.94821,52.36007,,2021-11-18T13:16:09+01:00,2021-11-24T13:56:46+01:00,,,,,,,,,scent,,,,,,,
6b147dba-5ade-4b20-bce8-781cc744d16f,b139aee2-7475-4e7e-86db-7e2e5859694c,flevopark_6,4.94794,52.36054,,2021-09-28T12:50:44+01:00,2021-10-02T15:12:03+01:00,Caitlin Black,,,,,,,,scent,,,,,,null,
6e87c625-407a-4c00-a952-6dd6ce46f5d0,8cf903b0-9bda-47bd-a09b-3f1ff919056a,flevopark_7,4.94783,52.36000,,2021-11-24T13:47:21+01:00,2021-12-02T12:56:53+01:00,,,,,,,,,,,,,,,,
7216f443-4658-4be4-8e0b-c0561eb4e016,c5b48585-9e3d-43fb-8a68-cd30f88a01f2,flevopark_5,4.94919,52.36140,,2021-11-24T13:01:00+01:00,2021-12-02T12:09:20+01:00,,,,,,,,,,,,,,,null,
74e7b08a-05e2-4532-ac8b-43085c55fc1d,b139aee2-7475-4e7e-86db-7e2e5859694c,flevopark_6,4.94794,52.36054,,2021-12-02T12:36:53+01:00,2021-12-09T12:23:41+01:00,,,,,,,,,scent,,,,,,,
758a1f48-750c-4994-83b4-1448b8097f93,174b94d8-2125-49b6-a7f9-fb269e6da8a6,flevopark_12,4.94821,52.36007,,2021-09-30T15:11:36+01:00,2021-11-18T13:14:33+01:00,,,,,,,,,scent,,,,,,,
775f4d5f-3d37-4b80-98f0-04017370f918,6a29a6fe-f24f-47e8-a714-b2d7f1b97833,flevopark_11,4.94898,52.35951,,2021-11-24T14:09:11+01:00,2021-12-02T13:10:41+01:00,,,,,,,,,,,,,,,null,
78a2c769-1cec-424c-ae46-b286de13db70,8cf903b0-9bda-47bd-a09b-3f1ff919056a,flevopark_7,4.94783,52.36000,,2021-09-16T11:24:33+01:00,2021-11-11T15:09:18+01:00,,,,,,,,,scent,,,,,,,
79e4c3d0-d441-466e-8c5f-96623d93dcf2,174b94d8-2125-49b6-a7f9-fb269e6da8a6,flevopark_12,4.94821,52.36007,,2021-09-16T13:54:40+01:00,2021-09-30T15:11:17+01:00,,,,,,,,,scent,,,,,,null,
7b0e12ef-3546-44b9-b7c1-08c500776509,a405dfbd-ca7a-46f1-8783-5c4d96a1aace,flevopark_2,4.95183,52.36102,,2021-09-09T11:55:25+01:00,2021-09-15T22:17:58+01:00,,,,,,,,,scent,,,,,,,
801a6582-dffe-4a08-9970-3b4f85c75c6e,174b94d8-2125-49b6-a7f9-fb269e6da8a6,flevopark_12,4.94821,52.36007,,2021-11-24T14:00:37+01:00,2021-11-26T14:01:10+01:00,,,,,,,,,,,,,,,,
818d7bf2-cb92-42e1-9068-1c743f71a0b1,a405dfbd-ca7a-46f1-8783-5c4d96a1aace,flevopark_2,4.95183,52.36102,,2021-12-09T10:52:16+01:00,2021-12-16T11:51:09+01:00,,,,,,,,,,,,,,,null,
8724407c-9d2d-4c20-8471-40bd237db33b,b139aee2-7475-4e7e-86db-7e2e5859694c,flevopark_6,4.94794,52.36054,,2021-12-09T12:24:49+01:00,2021-12-16T13:15:51+01:00,,,,,,,,,,,,,,,,
889e75ed-882b-4825-a9b8-c4b52feb3ff9,a405dfbd-ca7a-46f1-8783-5c4d96a1aace,flevopark_2,4.95183,52.36102,,2021-11-18T11:29:01+01:00,2021-11-22T17:42:26+01:00,,,,,,,,,scent,,,,,,,
8980022e-1785-4063-84f0-8f80d5be5750,6a29a6fe-f24f-47e8-a714-b2d7f1b97833,flevopark_11,4.94898,52.35951,,2021-09-16T13:35:45+01:00,2021-09-30T15:31:16+01:00,,,,,,,,,scent,,,,,,,
8ee41237-faf4-4253-80f4-4e85902250f2,6bb43f6c-7d93-42dc-bc04-20db36690639,flevopark_8,4.94768,52.35905,,2021-12-09T13:47:00+01:00,2021-12-15T17:14:21+01:00,,,,,,,,,,,,,,,,
919ff575-752d-4808-9b83-2c066dee8ece,c5b48585-9e3d-43fb-8a68-cd30f88a01f2,flevopark_5,4.94919,52.36140,,2021-09-28T11:44:18+01:00,2021-10-28T14:23:32+01:00,,,,,,,,,,,,,,,null,
993bdc0c-8893-463e-99de-76413a7786de,d80e73d8-8abe-4b36-81b8-4c7ff03dd7da,flevopark_3,4.95035,52.36167,,2021-11-24T12:38:37+01:00,2021-12-02T11:50:40+01:00,,,,,,,,,,,,,,,null,
9d4c2554-12e5-4745-8faa-9a7c8ec10a15,fb15f4c8-7e56-4df8-86e3-469a6232d028,flevopark_9,4.94795,52.35861,,2021-12-09T13:35:21+01:00,2021-12-16T14:17:21+01:00,,,,,,,,,,,,,,,,
9e9dc900-8bf7-429f-badd-ef6b8dbea9e1,fb15f4c8-7e56-4df8-86e3-469a6232d028,flevopark_9,4.94795,52.35861,,2021-11-18T14:23:29+01:00,2021-11-24T14:32:10+01:00,,,,,,,,,scent,,,,,,,
9fefffff-ae0e-4eaa-b1fb-5c597e915741,2eb9a2d0-9add-4a6d-8585-df3a5a2ebefd,flevopark_1,4.95059,52.36087,,2021-09-09T11:28:26+01:00,2021-09-28T11:31:24+01:00,,,,,,,,,scent,,,,,,,
a41abcaf-77b9-4692-b1f4-f6069be71402,9678e8f6-e507-4f2d-af27-91fc746bec34,flevopark_10,4.94861,52.35915,,2021-12-02T13:24:13+01:00,2021-12-09T13:19:02+01:00,,,,,,,,,scent,,,,,,,
a8f467a1-4a67-45be-89aa-0e58e4af71f0,174b94d8-2125-49b6-a7f9-fb269e6da8a6,flevopark_12,4.94821,52.36007,,2021-12-02T12:50:49+01:00,2021-12-09T12:51:55+01:00,,,,,,,,,scent,,,,,,,
ae6650a9-1fff-4595-b733-84417768af53,a405dfbd-ca7a-46f1-8783-5c4d96a1aace,flevopark_2,4.95183,52.36102,,2021-12-02T11:14:23+01:00,2021-12-09T10:49:41+01:00,,,,,,,,,scent,,,,,,null,
b8b6b71e-e42e-4ce0-b378-f164743e157a,64c6c826-2ef1-4bf8-b14a-1dbde887498a,flevopark_4,4.94838,52.36188,,2021-10-28T14:16:43+01:00,2021-11-11T14:07:50+01:00,,,,,,,,,scent,,,,,,,
bbaf00c8-5007-4af0-ac9c-4ae2b8c13056,64c6c826-2ef1-4bf8-b14a-1dbde887498a,flevopark_4,4.94838,52.36188,,2021-09-28T12:27:14+01:00,2021-10-28T14:15:08+01:00,Caitlin Black,,,,,,,,scent,,,,,,,
c4f6cf18-dd25-405d-b3a4-88132fa9f29b,fb15f4c8-7e56-4df8-86e3-469a6232d028,flevopark_9,4.94795,52.35861,,2021-11-24T14:33:22+01:00,2021-12-02T13:39:03+01:00,,,,,,,,,,,,,,,null,
cda43df7-3ec0-4695-9f0b-c4a379af0af3,b139aee2-7475-4e7e-86db-7e2e5859694c,flevopark_6,4.94794,52.36054,,2021-11-11T14:57:09+01:00,2021-11-24T13:25:55+01:00,,,,,,,,,scent,,,,,,,
cfcebc8e-f265-4dc2-b39b-4090ae7534cf,8cf903b0-9bda-47bd-a09b-3f1ff919056a,flevopark_7,4.94783,52.36000,,2021-11-11T15:11:30+01:00,2021-11-24T13:46:16+01:00,,,,,,,,,scent,,,,,,,
d0ac14a5-04e5-42f9-b90e-18c34da9da67,9678e8f6-e507-4f2d-af27-91fc746bec34,flevopark_10,4.94861,52.35915,,2021-11-18T14:02:08+01:00,2021-11-24T14:18:16+01:00,,,,,,,,,scent,,,,,,,
d2ebff1c-99fa-42bf-b5c2-d01aaddb59a1,a405dfbd-ca7a-46f1-8783-5c4d96a1aace,flevopark_2,4.95183,52.36102,,2021-09-11T23:22:17+01:00,2021-11-18T11:27:47+01:00,,,,,,,,,scent,,,,,,,
d7e0eb7d-1b81-4888-b231-8bcd67a059d6,,,,,,,,,,,,,,,,,,,,,,,
da7b4661-825f-48b6-9fef-9d4d1e42bc4e,6bb43f6c-7d93-42dc-bc04-20db36690639,flevopark_8,4.94768,52.35905,,2021-12-02T13:32:44+01:00,2021-12-09T13:45:08+01:00,,,,,,,,,scent,,,,,,null,
da91e44d-f0e8-481f-8175-9785b3a84f08,b139aee2-7475-4e7e-86db-7e2e5859694c,flevopark_6,4.94794,52.36054,,2021-11-24T13:28:11+01:00,2021-12-02T12:35:18+01:00,,,,,,,,,,,,,,,,
dd25a8a8-2215-4dff-9ea8-5956a0cf90ad,c5b48585-9e3d-43fb-8a68-cd30f88a01f2,flevopark_5,4.94919,52.36140,,2021-12-09T11:58:05+01:00,2021-12-16T12:46:43+01:00,,,,,,,,,,,,,,,,
e99914e6-514b-4411-8dcb-a2f5528ee5b3,2eb9a2d0-9add-4a6d-8585-df3a5a2ebefd,flevopark_1,4.95059,52.36087,,2021-11-18T11:47:06+01:00,2021-11-19T16:50:39+01:00,,,,,,,,,scent,,,,,,,
ec3fd775-5bde-4d1d-83ab-a9c12681757d,6bb43f6c-7d93-42dc-bc04-20db36690639,flevopark_8,4.94768,52.35905,,2021-09-08T16:20:45+01:00,2021-11-11T16:30:12+01:00,,,,,,,,,scent,,,,,,,
f07ac7a8-6598-42c8-b8ed-d1c8ff9019dc,9678e8f6-e507-4f2d-af27-91fc746bec34,flevopark_10,4.94861,52.35915,,2021-09-16T13:18:04+01:00,2021-09-30T15:54:53+01:00,,,,,,,,,scent,,,,,,null,
f5e4f94c-2667-4833-881a-b724761d32d0,9678e8f6-e507-4f2d-af27-91fc746bec34,flevopark_10,4.94861,52.35915,,2021-12-09T13:21:11+01:00,2021-12-16T14:05:16+01:00,,,,,,,,,,,,,,,,
fcd8aa85-8f69-492e-a12c-f0da7293b5f8,,,,,,,,,,,,,,,,,,,,,,,
ff5e3a8c-1be3-4348-b6a5-7a67a0d4bf9f,21afebe6-cb82-4c66-8d45-a8452e9d42e6,flevopark_13,4.94960,52.36197,,2021-11-24T14:00:37+01:00,2021-11-26T14:01:10+01:00,,,,,,,,,,,,,,,,
